time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20140623:0600,12.92,86.25,313.0,523.18,116.0,299.75,1.31,101.0,102120.0
20140623:0700,14.97,75.0,499.0,752.86,106.0,300.95,1.31,97.0,102160.0
20140623:0800,16.42,65.25,644.0,799.36,122.0,310.4,1.66,65.0,102140.0
20140623:0900,17.62,58.9,751.0,787.47,152.0,309.65,2.21,44.0,102080.0
20140623:1000,18.81,53.15,783.0,636.35,250.0,322.2,3.52,34.0,102050.0
20140623:1100,19.63,49.7,794.0,560.01,302.0,343.1,3.59,38.0,102030.0
20140623:1200,20.09,49.7,829.0,647.15,259.0,370.8,3.1,44.0,102020.0
20140623:1300,20.26,51.5,762.0,563.91,286.0,377.75,2.97,44.0,101980.0
20140623:1400,20.53,49.7,693.0,569.37,254.0,384.35,3.03,40.0,101950.0
20140623:1500,20.65,48.05,536.0,397.58,271.0,383.4,3.03,39.0,101920.0
20140623:1600,20.72,48.05,494.0,675.05,131.0,379.7,3.03,39.0,101870.0
20140623:1700,20.6,49.7,340.0,597.32,105.0,351.05,2.9,41.0,101820.0
20140623:1800,20.12,51.5,181.0,423.13,78.0,329.55,2.41,41.0,101780.0
20140623:1900,18.98,59.15,50.0,163.34,34.0,320.1,2.34,11.0,101780.0
20140623:2000,17.32,65.45,0.0,-0.0,0.0,315.65,2.48,10.0,101800.0
20140623:2100,16.05,75.15,0.0,-0.0,0.0,315.25,2.41,14.0,101830.0
20140623:2200,15.13,77.8,0.0,-0.0,0.0,314.1,2.14,26.0,101860.0
20140623:2300,14.24,83.4,0.0,-0.0,0.0,311.0,1.93,36.0,101860.0
20140624:0000,13.17,89.4,0.0,-0.0,0.0,309.65,1.72,45.0,101830.0
20140624:0100,12.42,92.6,0.0,-0.0,0.0,317.5,1.52,54.0,101780.0
20140624:0200,12.4,92.6,0.0,-0.0,0.0,311.75,1.24,55.0,101750.0
20140624:0300,13.09,86.3,0.0,-0.0,0.0,307.9,0.9,38.0,101720.0
20140624:0400,12.64,89.4,20.0,12.27,19.0,318.75,0.83,7.0,101710.0
20140624:0500,13.05,89.4,146.0,256.84,88.0,312.95,0.62,359.0,101690.0
20140624:0600,14.8,83.45,310.0,518.85,115.0,314.3,0.55,1.0,101680.0
20140624:0700,16.92,78.0,483.0,696.27,120.0,329.55,0.9,344.0,101680.0
20140624:0800,17.97,70.35,637.0,783.21,126.0,331.3,0.76,323.0,101690.0
20140624:0900,19.21,63.6,613.0,386.74,319.0,334.2,0.97,299.0,101660.0
20140624:1000,20.38,61.5,797.0,684.39,224.0,336.15,1.38,296.0,101640.0
20140624:1100,21.31,59.6,869.0,776.45,187.0,335.4,1.79,302.0,101600.0
20140624:1200,21.7,59.7,892.0,836.82,155.0,352.4,1.93,308.0,101560.0
20140624:1300,22.04,59.7,799.0,672.85,231.0,361.7,2.34,313.0,101510.0
20140624:1400,22.04,59.7,733.0,698.91,194.0,362.85,2.9,322.0,101440.0
20140624:1500,20.0,63.7,551.0,442.42,256.0,361.7,3.45,327.0,101450.0
20140624:1600,20.03,59.35,505.0,722.98,116.0,359.4,3.79,344.0,101420.0
20140624:1700,19.64,57.3,344.0,619.67,100.0,348.55,4.07,353.0,101390.0
20140624:1800,18.79,61.3,196.0,525.14,68.0,339.65,3.93,359.0,101400.0
20140624:1900,17.55,65.45,16.0,0.0,16.0,311.55,3.66,3.0,101380.0
20140624:2000,16.22,70.1,0.0,-0.0,0.0,322.05,3.38,9.0,101400.0
20140624:2100,15.39,75.1,0.0,-0.0,0.0,337.7,3.17,14.0,101430.0
20140624:2200,14.88,77.75,0.0,-0.0,0.0,353.4,3.17,16.0,101440.0
20140624:2300,14.34,80.45,0.0,-0.0,0.0,350.3,3.31,16.0,101430.0
20140625:0000,13.8,80.4,0.0,-0.0,0.0,349.1,3.59,16.0,101440.0
20140625:0100,13.01,83.25,0.0,-0.0,0.0,327.95,3.38,16.0,101430.0
20140625:0200,12.25,86.2,0.0,-0.0,0.0,314.65,3.38,15.0,101440.0
20140625:0300,11.64,86.15,0.0,-0.0,0.0,310.6,3.17,12.0,101410.0
20140625:0400,11.2,89.3,44.0,222.98,26.0,305.2,3.03,9.0,101410.0
20140625:0500,11.33,89.3,142.0,226.66,91.0,282.55,2.97,8.0,101400.0
20140625:0600,12.28,80.2,238.0,189.31,167.0,282.75,3.38,11.0,101410.0
20140625:0700,13.95,72.2,471.0,628.1,144.0,293.95,3.45,26.0,101450.0
20140625:0800,15.26,62.75,391.0,119.67,313.0,295.7,3.72,29.0,101470.0
20140625:0900,16.17,54.45,417.0,73.72,361.0,325.5,3.31,24.0,101480.0
20140625:1000,16.43,54.45,610.0,246.16,404.0,356.5,3.03,18.0,101460.0
20140625:1100,16.92,52.65,701.0,347.34,396.0,359.4,3.1,16.0,101460.0
20140625:1200,17.5,49.05,732.0,404.27,376.0,358.4,3.03,10.0,101420.0
20140625:1300,18.22,44.2,588.0,204.94,415.0,347.55,3.03,7.0,101370.0
20140625:1400,18.33,45.85,570.0,268.37,363.0,367.1,2.97,7.0,101370.0
20140625:1500,18.42,45.85,456.0,206.9,318.0,366.55,2.83,6.0,101400.0
20140625:1600,18.16,45.85,279.0,66.88,243.0,363.85,2.62,5.0,101380.0
20140625:1700,18.03,47.4,315.0,449.22,138.0,351.45,2.62,359.0,101390.0
20140625:1800,17.63,49.15,166.0,299.21,93.0,343.9,2.55,352.0,101410.0
20140625:1900,16.65,54.6,58.0,264.23,32.0,339.25,2.83,341.0,101420.0
20140625:2000,15.64,58.45,0.0,-0.0,0.0,340.2,2.76,346.0,101450.0
20140625:2100,14.96,62.65,0.0,-0.0,0.0,345.45,2.55,355.0,101480.0
20140625:2200,14.48,67.25,0.0,-0.0,0.0,347.4,2.28,1.0,101480.0
20140625:2300,14.06,67.25,0.0,-0.0,0.0,346.2,2.0,7.0,101440.0
20140626:0000,13.78,69.65,0.0,-0.0,0.0,348.55,1.86,14.0,101440.0
20140626:0100,13.36,74.75,0.0,-0.0,0.0,339.55,1.66,23.0,101400.0
20140626:0200,13.17,77.5,0.0,-0.0,0.0,349.5,1.31,33.0,101360.0
20140626:0300,12.55,83.25,0.0,-0.0,0.0,334.6,1.17,39.0,101340.0
20140626:0400,12.46,86.2,20.0,12.53,19.0,339.85,0.97,44.0,101320.0
20140626:0500,12.89,89.4,119.0,120.48,92.0,340.0,0.76,42.0,101330.0
20140626:0600,14.06,77.65,250.0,235.18,162.0,334.8,0.76,44.0,101320.0
20140626:0700,15.19,75.1,471.0,636.76,140.0,333.45,0.62,17.0,101360.0
20140626:0800,16.51,72.65,589.0,598.99,199.0,330.75,0.55,17.0,101350.0
20140626:0900,17.88,61.05,686.0,571.75,252.0,336.75,0.34,93.0,101330.0
20140626:1000,18.67,51.25,714.0,455.53,333.0,342.75,0.41,138.0,101330.0
20140626:1100,19.31,46.1,737.0,421.52,367.0,344.3,0.41,139.0,101320.0
20140626:1200,20.06,43.0,682.0,311.22,408.0,361.9,0.41,146.0,101280.0
20140626:1300,19.99,41.45,654.0,315.12,388.0,375.85,0.48,212.0,101260.0
20140626:1400,20.29,43.0,621.0,374.66,332.0,383.2,0.9,254.0,101250.0
20140626:1500,20.45,43.0,465.0,224.85,315.0,383.2,0.97,267.0,101240.0
20140626:1600,20.55,43.0,458.0,510.72,183.0,374.65,0.69,280.0,101200.0
20140626:1700,20.43,43.0,320.0,474.4,133.0,373.7,0.69,333.0,101200.0
20140626:1800,20.2,46.2,146.0,188.44,100.0,353.95,1.03,11.0,101190.0
20140626:1900,19.32,53.25,32.0,20.31,30.0,357.85,1.45,11.0,101180.0
20140626:2000,18.04,58.9,0.0,-0.0,0.0,348.15,2.0,25.0,101200.0
20140626:2100,16.91,63.05,0.0,-0.0,0.0,343.3,2.14,36.0,101230.0
20140626:2200,16.15,67.65,0.0,-0.0,0.0,345.65,2.07,46.0,101200.0
20140626:2300,15.52,72.45,0.0,-0.0,0.0,342.35,1.93,57.0,101180.0
20140627:0000,14.82,75.0,0.0,-0.0,0.0,335.2,1.66,77.0,101150.0
20140627:0100,13.87,80.4,0.0,-0.0,0.0,321.75,1.66,110.0,101130.0
20140627:0200,12.93,83.25,0.0,-0.0,0.0,314.65,1.79,136.0,101100.0
20140627:0300,12.5,86.2,0.0,-0.0,0.0,321.25,1.93,169.0,101070.0
20140627:0400,12.59,83.25,5.0,0.0,5.0,327.25,2.14,182.0,101060.0
20140627:0500,14.03,77.6,88.0,31.37,81.0,344.5,2.48,203.0,101090.0
20140627:0600,15.27,75.1,64.0,0.0,64.0,342.55,1.79,214.0,101110.0
20140627:0700,17.24,72.8,391.0,344.93,212.0,347.55,2.34,227.0,101150.0
20140627:0800,18.31,68.05,295.0,30.75,275.0,352.8,2.34,234.0,101160.0
20140627:0900,19.57,65.85,567.0,296.67,342.0,346.6,2.69,237.0,101170.0
20140627:1000,20.48,63.7,579.0,211.75,402.0,354.15,3.1,239.0,101180.0
20140627:1100,21.14,57.55,558.0,143.61,432.0,355.7,3.52,246.0,101190.0
20140627:1200,21.61,57.55,583.0,171.56,432.0,357.45,3.59,251.0,101170.0
20140627:1300,21.83,57.65,209.0,0.0,209.0,354.75,3.17,254.0,101150.0
20140627:1400,21.94,57.65,322.0,15.56,310.0,361.3,2.62,253.0,101100.0
20140627:1500,22.06,59.7,105.0,0.0,105.0,358.0,2.34,251.0,101080.0
20140627:1600,21.45,61.7,77.0,0.0,77.0,371.2,2.48,252.0,101040.0
20140627:1700,19.42,68.2,35.0,0.0,35.0,374.1,2.07,278.0,101060.0
20140627:1800,18.73,70.55,33.0,0.0,33.0,368.85,0.14,277.0,101060.0
20140627:1900,16.69,86.6,11.0,0.0,11.0,370.6,0.83,286.0,101090.0
20140627:2000,15.88,92.75,0.0,-0.0,0.0,373.3,0.21,248.0,101110.0
20140627:2100,15.72,92.75,0.0,-0.0,0.0,373.3,0.69,154.0,101120.0
20140627:2200,15.46,96.0,0.0,-0.0,0.0,371.75,1.17,178.0,101110.0
20140627:2300,15.25,92.75,0.0,-0.0,0.0,378.15,1.79,201.0,101090.0
20140628:0000,15.06,92.75,0.0,-0.0,0.0,359.0,2.21,208.0,101090.0
20140628:0100,14.69,92.7,0.0,-0.0,0.0,340.7,2.69,220.0,101060.0
20140628:0200,14.24,96.0,0.0,-0.0,0.0,329.75,2.76,228.0,101030.0
20140628:0300,13.65,95.95,0.0,-0.0,0.0,318.55,2.62,228.0,101010.0
20140628:0400,13.37,95.95,20.0,12.86,19.0,325.7,2.69,227.0,100990.0
20140628:0500,13.69,92.65,59.0,0.0,59.0,332.85,2.69,228.0,101000.0
20140628:0600,14.43,89.5,131.0,10.75,127.0,341.75,2.69,229.0,100970.0
20140628:0700,15.72,86.5,156.0,1.93,155.0,338.1,2.55,214.0,100980.0
20140628:0800,16.89,75.3,353.0,80.06,301.0,336.95,2.83,227.0,100980.0
20140628:0900,17.78,67.95,312.0,14.52,301.0,348.75,2.83,224.0,100960.0
20140628:1000,18.35,65.65,484.0,95.77,404.0,358.8,2.55,227.0,100920.0
20140628:1100,19.01,65.75,402.0,26.23,379.0,360.95,2.28,230.0,100880.0
20140628:1200,19.27,63.6,657.0,280.72,410.0,359.0,1.66,227.0,100840.0
20140628:1300,19.21,63.6,564.0,181.32,411.0,371.75,1.31,223.0,100770.0
20140628:1400,18.48,70.45,146.0,0.0,146.0,376.6,0.76,231.0,100720.0
20140628:1500,18.34,72.95,129.0,0.0,129.0,375.65,0.55,315.0,100700.0
20140628:1600,17.21,78.1,171.0,1.86,170.0,374.65,0.69,321.0,100690.0
20140628:1700,16.44,83.6,56.0,0.0,56.0,366.15,0.97,306.0,100660.0
20140628:1800,16.28,86.55,34.0,0.0,34.0,369.45,0.83,336.0,100640.0
20140628:1900,15.68,86.5,6.0,0.0,6.0,363.25,1.38,299.0,100580.0
20140628:2000,15.15,89.55,0.0,-0.0,0.0,365.95,1.38,324.0,100560.0
20140628:2100,14.77,92.7,0.0,-0.0,0.0,359.95,1.38,330.0,100580.0
20140628:2200,14.45,96.0,0.0,-0.0,0.0,360.35,1.17,331.0,100610.0
20140628:2300,14.23,92.7,0.0,-0.0,0.0,361.3,1.1,319.0,100610.0
20140629:0000,14.18,92.7,0.0,-0.0,0.0,361.7,1.38,306.0,100580.0
20140629:0100,13.97,95.95,0.0,-0.0,0.0,357.15,1.52,303.0,100550.0
20140629:0200,13.8,95.95,0.0,-0.0,0.0,356.1,1.52,302.0,100530.0
20140629:0300,13.61,95.95,0.0,-0.0,0.0,356.65,1.52,301.0,100520.0
20140629:0400,13.46,95.95,37.0,156.64,25.0,356.3,1.66,300.0,100520.0
20140629:0500,13.56,92.65,79.0,18.11,75.0,353.2,1.72,295.0,100540.0
20140629:0600,13.72,89.45,154.0,26.95,144.0,355.7,2.0,298.0,100570.0
20140629:0700,14.06,86.4,243.0,42.55,221.0,362.1,2.0,312.0,100630.0
20140629:0800,14.91,86.45,341.0,67.84,297.0,355.1,1.93,307.0,100680.0
20140629:0900,15.71,83.55,157.0,0.0,157.0,359.55,1.66,299.0,100710.0
20140629:1000,16.22,77.95,299.0,3.59,296.0,365.75,1.45,298.0,100740.0
20140629:1100,16.76,72.7,615.0,216.77,425.0,368.1,1.45,291.0,100750.0
20140629:1200,16.34,80.75,562.0,145.53,434.0,367.9,1.86,291.0,100760.0
20140629:1300,16.18,83.6,316.0,5.93,311.0,363.85,3.31,304.0,100780.0
20140629:1400,15.83,80.65,557.0,254.18,361.0,358.4,3.52,304.0,100800.0
20140629:1500,16.1,72.65,466.0,233.87,310.0,344.65,3.38,311.0,100800.0
20140629:1600,16.63,65.35,499.0,701.99,121.0,344.5,3.31,312.0,100810.0
20140629:1700,16.88,60.85,261.0,233.4,169.0,331.1,3.45,306.0,100830.0
20140629:1800,16.51,65.25,164.0,295.13,92.0,331.3,2.97,302.0,100870.0
20140629:1900,15.57,65.15,36.0,40.78,32.0,325.5,2.9,294.0,100890.0
20140629:2000,14.71,69.85,0.0,-0.0,0.0,330.95,2.62,292.0,100970.0
20140629:2100,13.88,77.6,0.0,-0.0,0.0,323.95,2.55,291.0,101030.0
20140629:2200,13.53,80.4,0.0,-0.0,0.0,334.2,2.69,294.0,101080.0
20140629:2300,13.04,83.25,0.0,-0.0,0.0,320.65,2.76,293.0,101110.0
20140630:0000,12.78,89.4,0.0,-0.0,0.0,320.85,2.76,292.0,101140.0
20140630:0100,12.52,92.6,0.0,-0.0,0.0,316.35,2.76,293.0,101160.0
20140630:0200,12.32,89.35,0.0,-0.0,0.0,315.85,2.83,296.0,101190.0
20140630:0300,12.06,89.35,0.0,-0.0,0.0,312.15,2.76,298.0,101210.0
20140630:0400,11.84,92.55,24.0,26.54,22.0,308.85,2.62,300.0,101250.0
20140630:0500,12.35,92.6,177.0,518.92,63.0,310.05,2.14,301.0,101300.0
20140630:0600,13.55,83.35,337.0,681.16,85.0,312.95,2.76,311.0,101350.0
20140630:0700,14.7,80.55,479.0,690.03,123.0,306.75,3.24,304.0,101400.0
20140630:0800,15.57,75.15,517.0,381.39,270.0,311.55,3.17,297.0,101450.0
20140630:0900,16.45,75.25,537.0,230.12,363.0,306.55,3.1,293.0,101460.0
20140630:1000,17.02,72.7,647.0,315.35,384.0,320.85,3.1,293.0,101480.0
20140630:1100,17.61,67.95,271.0,0.0,271.0,346.4,3.17,294.0,101500.0
20140630:1200,17.85,67.95,336.0,5.69,331.0,341.95,3.24,297.0,101520.0
20140630:1300,17.99,67.95,637.0,283.42,398.0,343.1,3.31,301.0,101510.0
20140630:1400,18.01,67.95,711.0,612.28,239.0,343.3,3.31,304.0,101510.0
20140630:1500,17.81,63.3,644.0,745.27,147.0,331.7,3.45,309.0,101530.0
20140630:1600,15.65,59.13,491.0,646.46,143.0,292.77,2.34,315.0,101540.0
20140630:1700,15.53,61.76,345.0,611.7,104.0,298.69,2.41,324.0,101530.0
20140630:1800,15.42,64.39,186.0,443.13,78.0,304.62,2.48,336.0,101550.0
20140630:1900,15.3,67.02,54.0,214.83,33.0,310.54,2.55,343.0,101590.0
20140630:2000,15.19,69.65,0.0,-0.0,0.0,316.47,2.63,349.0,101630.0
20140630:2100,15.07,72.28,0.0,-0.0,0.0,322.4,2.7,360.0,101690.0
20140630:2200,14.95,74.91,0.0,-0.0,0.0,328.32,2.77,8.0,101710.0
20140630:2300,14.84,77.54,0.0,-0.0,0.0,334.25,2.84,10.0,101710.0
20170701:0000,14.72,80.16,0.0,-0.0,0.0,340.18,2.91,270.0,100470.0
20170701:0100,14.61,82.79,0.0,-0.0,0.0,346.1,2.98,260.0,100480.0
20170701:0200,14.49,85.42,0.0,-0.0,0.0,352.03,3.05,262.0,100460.0
20170701:0300,14.37,88.05,0.0,-0.0,0.0,357.95,3.12,275.0,100450.0
20170701:0400,14.26,90.68,3.0,0.0,3.0,363.88,3.19,283.0,100440.0
20170701:0500,14.14,93.31,20.0,0.0,20.0,369.81,3.26,285.0,100460.0
20170701:0600,14.03,95.94,40.0,0.0,40.0,375.73,3.33,288.0,100490.0
20170701:0700,13.91,98.57,68.0,0.0,68.0,381.66,3.4,303.0,100570.0
20170701:0800,15.09,92.7,142.0,0.0,142.0,379.9,4.0,309.0,100640.0
20170701:0900,15.29,92.7,186.0,0.0,186.0,381.65,4.14,316.0,100700.0
20170701:1000,15.5,89.55,104.0,0.0,104.0,383.4,4.07,320.0,100780.0
20170701:1100,15.83,86.5,92.0,0.0,92.0,385.5,4.07,322.0,100840.0
20170701:1200,16.2,89.6,115.0,0.0,115.0,387.25,4.34,323.0,100950.0
20170701:1300,16.49,86.55,140.0,0.0,140.0,386.45,4.9,327.0,101000.0
20170701:1400,17.16,80.8,117.0,0.0,117.0,387.65,5.03,330.0,101060.0
20170701:1500,17.9,75.45,261.0,12.0,253.0,387.85,5.31,330.0,101130.0
20170701:1600,18.08,72.9,310.0,120.8,245.0,391.5,4.83,324.0,101170.0
20170701:1700,17.9,72.9,146.0,15.24,140.0,378.55,4.48,319.0,101220.0
20170701:1800,17.58,72.8,109.0,61.63,94.0,354.75,4.14,314.0,101300.0
20170701:1900,16.62,80.75,34.0,41.1,30.0,366.95,3.45,307.0,101380.0
20170701:2000,16.0,80.65,0.0,-0.0,0.0,357.45,2.9,305.0,101460.0
20170701:2100,15.46,83.5,0.0,-0.0,0.0,352.6,2.07,296.0,101500.0
20170701:2200,14.91,86.45,0.0,-0.0,0.0,342.15,1.79,270.0,101550.0
20170701:2300,14.55,86.45,0.0,-0.0,0.0,345.05,1.86,247.0,101520.0
20170702:0000,14.51,83.45,0.0,-0.0,0.0,350.65,2.0,228.0,101510.0
20170702:0100,14.62,83.45,0.0,-0.0,0.0,350.95,2.28,219.0,101480.0
20170702:0200,15.05,83.45,0.0,-0.0,0.0,359.95,2.76,224.0,101460.0
20170702:0300,15.2,83.45,0.0,-0.0,0.0,353.4,3.17,232.0,101450.0
20170702:0400,15.26,86.45,36.0,165.32,24.0,354.95,3.31,237.0,101420.0
20170702:0500,15.64,83.5,34.0,0.0,34.0,365.2,3.52,242.0,101440.0
20170702:0600,15.95,83.55,168.0,48.99,150.0,369.05,3.59,246.0,101480.0
20170702:0700,16.11,86.5,150.0,0.0,150.0,379.9,3.1,247.0,101550.0
20170702:0800,16.51,86.55,204.0,1.55,203.0,381.45,3.24,256.0,101590.0
20170702:0900,16.93,83.65,149.0,0.0,149.0,383.95,2.69,267.0,101640.0
20170702:1000,17.47,80.85,163.0,0.0,163.0,388.6,3.17,291.0,101670.0
20170702:1100,17.62,78.1,90.0,0.0,90.0,389.95,3.31,306.0,101710.0
20170702:1200,18.32,75.45,162.0,0.0,162.0,378.35,3.66,317.0,101740.0
20170702:1300,18.89,70.55,178.0,0.0,178.0,368.3,3.93,316.0,101770.0
20170702:1400,18.93,65.75,484.0,144.11,373.0,370.4,4.34,315.0,101810.0
20170702:1500,18.86,63.5,508.0,333.18,286.0,359.2,4.48,316.0,101850.0
20170702:1600,18.52,61.2,506.0,732.66,112.0,352.6,4.41,318.0,101890.0
20170702:1700,17.89,61.05,346.0,635.55,96.0,323.0,4.21,322.0,101930.0
20170702:1800,17.09,60.85,194.0,518.63,68.0,317.75,3.52,326.0,101970.0
20170702:1900,16.21,67.55,49.0,154.99,34.0,300.55,2.41,322.0,102000.0
20170702:2000,15.0,72.4,0.0,-0.0,0.0,293.55,1.93,314.0,102050.0
20170702:2100,13.83,74.95,0.0,-0.0,0.0,289.7,1.66,292.0,102100.0
20170702:2200,12.37,86.25,0.0,-0.0,0.0,289.1,1.72,269.0,102110.0
20170702:2300,11.24,92.55,0.0,-0.0,0.0,290.1,1.79,251.0,102110.0
20170703:0000,10.49,92.5,0.0,-0.0,0.0,289.9,1.86,238.0,102090.0
20170703:0100,9.95,92.5,0.0,-0.0,0.0,289.6,1.93,225.0,102070.0
20170703:0200,9.67,95.85,0.0,-0.0,0.0,292.2,2.0,212.0,102040.0
20170703:0300,9.52,92.45,0.0,-0.0,0.0,290.1,2.28,201.0,102030.0
20170703:0400,9.69,92.45,35.0,154.77,24.0,291.05,2.41,196.0,102000.0
20170703:0500,11.23,89.3,163.0,454.71,65.0,293.0,2.48,194.0,101970.0
20170703:0600,13.86,74.95,315.0,601.07,95.0,303.05,2.69,197.0,101980.0
20170703:0700,16.41,72.65,476.0,710.52,112.0,303.85,3.38,195.0,102000.0
20170703:0800,18.37,65.65,632.0,800.74,116.0,314.3,4.0,204.0,101980.0
20170703:0900,19.88,59.35,728.0,750.01,163.0,329.95,4.69,216.0,101950.0
20170703:1000,20.78,57.45,556.0,181.57,405.0,339.65,5.03,227.0,101900.0
20170703:1100,21.38,51.9,769.0,519.45,315.0,359.2,5.1,235.0,101870.0
20170703:1200,21.53,51.9,555.0,140.16,432.0,372.95,4.83,237.0,101850.0
20170703:1300,21.42,51.9,306.0,4.75,302.0,380.85,4.62,239.0,101820.0
20170703:1400,21.82,53.75,671.0,519.59,271.0,363.85,4.62,246.0,101780.0
20170703:1500,22.11,50.2,525.0,375.42,275.0,367.5,4.9,255.0,101770.0
20170703:1600,22.21,50.2,401.0,329.39,224.0,364.0,4.97,264.0,101730.0
20170703:1700,21.78,53.75,319.0,491.2,126.0,363.85,4.48,274.0,101740.0
20170703:1800,20.92,55.55,154.0,243.38,95.0,353.95,3.52,279.0,101740.0
20170703:1900,19.24,63.5,23.0,10.4,22.0,349.7,3.31,282.0,101790.0
20170703:2000,18.33,67.95,0.0,-0.0,0.0,365.2,3.03,272.0,101830.0
20170703:2100,17.46,70.3,0.0,-0.0,0.0,354.55,2.83,262.0,101870.0
20170703:2200,16.68,75.25,0.0,-0.0,0.0,346.0,2.55,253.0,101870.0
20170703:2300,16.04,77.85,0.0,-0.0,0.0,345.65,2.41,247.0,101860.0
20170704:0000,15.43,80.6,0.0,-0.0,0.0,340.0,2.28,241.0,101860.0
20170704:0100,14.76,83.45,0.0,-0.0,0.0,330.05,2.21,232.0,101860.0
20170704:0200,14.24,86.4,0.0,-0.0,0.0,328.4,2.14,227.0,101840.0
20170704:0300,13.7,89.45,0.0,-0.0,0.0,321.65,2.07,223.0,101830.0
20170704:0400,13.5,92.65,18.0,14.39,17.0,329.75,2.0,219.0,101830.0
20170704:0500,14.06,89.5,78.0,23.37,73.0,332.85,1.79,215.0,101820.0
20170704:0600,15.52,89.55,158.0,38.4,144.0,349.7,2.07,218.0,101850.0
20170704:0700,17.3,86.6,0.0,0.0,0.0,379.9,1.72,222.0,101920.0
20170704:0800,18.0,78.15,586.0,654.54,165.0,386.85,1.86,207.0,101950.0
20170704:0900,19.01,73.05,330.0,22.6,313.0,376.4,2.07,204.0,101920.0
20170704:1000,19.96,68.3,614.0,280.48,381.0,381.65,2.0,212.0,101930.0
20170704:1100,20.83,66.05,746.0,478.68,328.0,398.1,2.14,217.0,101890.0
20170704:1200,21.21,61.7,840.0,718.44,210.0,395.55,2.0,220.0,101890.0
20170704:1300,21.55,59.7,827.0,796.23,157.0,397.1,1.79,217.0,101850.0
20170704:1400,22.0,55.8,769.0,838.37,124.0,397.7,1.66,215.0,101840.0
20170704:1500,22.2,53.85,620.0,701.77,153.0,404.65,1.45,213.0,101800.0
20170704:1600,22.28,53.85,485.0,668.68,126.0,405.85,1.1,213.0,101760.0
20170704:1700,22.46,52.1,340.0,619.3,97.0,397.9,0.9,202.0,101720.0
20170704:1800,22.17,55.8,114.0,74.44,96.0,396.75,0.55,162.0,101720.0
20170704:1900,21.28,66.15,36.0,52.41,31.0,389.75,1.52,31.0,101660.0
20170704:2000,20.19,73.2,0.0,-0.0,0.0,385.5,1.79,54.0,101670.0
20170704:2100,19.12,78.3,0.0,-0.0,0.0,367.9,1.93,68.0,101670.0
20170704:2200,18.49,78.25,0.0,-0.0,0.0,368.85,1.93,83.0,101690.0
20170704:2300,17.67,83.7,0.0,-0.0,0.0,350.1,1.86,99.0,101660.0
20170705:0000,16.88,86.6,0.0,-0.0,0.0,346.4,1.66,116.0,101640.0
20170705:0100,15.89,89.6,0.0,-0.0,0.0,340.7,1.45,134.0,101630.0
20170705:0200,16.28,89.6,0.0,-0.0,0.0,342.95,0.9,151.0,101610.0
20170705:0300,16.71,86.55,0.0,-0.0,0.0,346.0,0.28,190.0,101570.0
20170705:0400,16.38,86.55,31.0,132.76,22.0,339.85,0.34,297.0,101560.0
20170705:0500,16.34,86.55,108.0,108.31,85.0,340.0,0.48,311.0,101550.0
20170705:0600,17.96,83.75,294.0,506.83,110.0,337.1,0.62,318.0,101590.0
20170705:0700,19.84,78.35,457.0,655.47,123.0,335.75,1.03,319.0,101630.0
20170705:0800,21.45,68.6,602.0,721.25,139.0,344.5,0.97,330.0,101650.0
20170705:0900,22.7,62.05,637.0,485.91,272.0,350.3,0.83,306.0,101650.0
20170705:1000,23.74,56.15,815.0,794.19,156.0,358.0,1.24,274.0,101630.0
20170705:1100,24.32,52.5,869.0,820.7,153.0,379.3,1.38,265.0,101610.0
20170705:1200,25.02,49.2,883.0,844.55,143.0,388.8,1.52,256.0,101580.0
20170705:1300,25.48,49.2,818.0,767.07,173.0,385.3,1.72,271.0,101570.0
20170705:1400,25.78,49.2,627.0,418.84,305.0,383.2,1.86,293.0,101540.0
20170705:1500,25.92,49.2,637.0,764.0,129.0,383.0,2.14,314.0,101550.0
20170705:1600,25.75,49.2,434.0,453.09,191.0,370.2,2.76,330.0,101550.0
20170705:1700,24.91,49.2,329.0,566.69,107.0,365.55,3.24,346.0,101550.0
20170705:1800,23.75,56.15,179.0,431.41,75.0,359.55,3.24,356.0,101570.0
20170705:1900,22.01,59.8,42.0,95.19,33.0,350.3,3.31,5.0,101580.0
20170705:2000,20.34,65.95,0.0,-0.0,0.0,340.2,3.03,13.0,101630.0
20170705:2100,19.01,68.1,0.0,-0.0,0.0,333.85,2.83,21.0,101700.0
20170705:2200,17.98,72.9,0.0,-0.0,0.0,329.0,2.69,30.0,101720.0
20170705:2300,17.27,80.8,0.0,-0.0,0.0,331.3,2.55,39.0,101700.0
20170706:0000,16.6,83.6,0.0,-0.0,0.0,324.75,2.48,49.0,101690.0
20170706:0100,16.06,86.5,0.0,-0.0,0.0,320.95,2.34,57.0,101680.0
20170706:0200,15.52,89.55,0.0,-0.0,0.0,319.3,2.07,65.0,101670.0
20170706:0300,14.89,89.5,0.0,-0.0,0.0,318.15,1.86,73.0,101670.0
20170706:0400,14.47,89.5,5.0,0.0,5.0,318.35,2.07,74.0,101630.0
20170706:0500,15.28,92.7,113.0,137.66,84.0,324.95,1.72,78.0,101610.0
20170706:0600,17.51,83.7,256.0,315.4,142.0,337.1,1.86,87.0,101610.0
20170706:0700,19.73,78.35,297.0,127.93,232.0,328.6,2.28,96.0,101640.0
